Requirement	AC	Source locator	Requirement title	AC text	Requirement SHA-256	AC SHA-256
REQ-OPS-007	AC-OPS-016	4df6fb1:operational-requirements.md:75	### REQ-OPS-007 — 通知は方針と結果Eventで扱う	- AC-OPS-016: 通知Adapterの成功、Failure、未確認配達の各結果が型付きEventとして記録される。	sha256:30ea336e0ecf9477f4fc20a16b28c6bf0dca0acf367aa4a350544bb3832e06cf	sha256:7b6b335ed94c80ce00f22b6452cabfe70ced041311044ff23e3377c34731b7af
REQ-OPS-007	AC-OPS-029	4df6fb1:operational-requirements.md:76	### REQ-OPS-007 — 通知は方針と結果Eventで扱う	- AC-OPS-029: ThinkingNoticeのenabled/disabled/文言変更fixtureが、LLM dispatch直前のvoice Effectだけを生成または抑止し、SBERT反射、Web、Homeでは生成しない。通知Failure/OutcomeUnknownでもLLMを進め、自己音声guardと相関し、内部Projectionを失わない。	sha256:30ea336e0ecf9477f4fc20a16b28c6bf0dca0acf367aa4a350544bb3832e06cf	sha256:df35fd801b697a6e49806f3183661ff03dfa1406781e4ff5aa23ebe674d844ff
REQ-OPS-007	AC-OPS-030	4df6fb1:operational-requirements.md:77	### REQ-OPS-007 — 通知は方針と結果Eventで扱う	- AC-OPS-030: 同一InteractionのThinkingNotice occurrenceとAgent-request occurrenceを相関するGraph fixtureが、通知をAgent requestより前にreadyにしても、通知terminal/successをAgent dispatchのdependencyまたはguardにしない。通知Failure、OutcomeUnknown、disabledでもAgent requestがreadyになり、Interaction自体のCancel/revocationだけは両方を止める。	sha256:30ea336e0ecf9477f4fc20a16b28c6bf0dca0acf367aa4a350544bb3832e06cf	sha256:e18a9a9d0de1d82e938cc61507caee3cd1195060504d776938cca514bc4910fe
REQ-OPS-008	AC-OPS-017	4df6fb1:operational-requirements.md:88	### REQ-OPS-008 — 次revisionのストリーミングTTS（初期scope外）	- AC-OPS-017: 採用済みfixtureが上限到達を型付きbackpressure結果として返し、chunkを無言で捨てない。	sha256:3b851dd80f320d680d819d0bc0721ff70c87e3373084db1880e9b76d06546479	sha256:fa968c0dd62dfe9d2ddc8317db6b7010749b415c00b95d3d0006381a30631ae8
REQ-OPS-008	AC-OPS-018	4df6fb1:operational-requirements.md:89	### REQ-OPS-008 — 次revisionのストリーミングTTS（初期scope外）	- AC-OPS-018: cancelとcleanup fixtureが到着済み/後続chunkの規則、artifact lifecycle結果、監査参照を記録する。	sha256:3b851dd80f320d680d819d0bc0721ff70c87e3373084db1880e9b76d06546479	sha256:390cf8a2a30da7ecca1994b14be7710ed1b383c5f5644e8d31396b52df014b21
REQ-OPS-008	AC-OPS-020	4df6fb1:operational-requirements.md:90	### REQ-OPS-008 — 次revisionのストリーミングTTS（初期scope外）	- AC-OPS-020: cancel後に到着したlate chunkと将来chunkをadmitまたはdispatchしないfixtureが、型付き取消/cleanup結果を残す。	sha256:3b851dd80f320d680d819d0bc0721ff70c87e3373084db1880e9b76d06546479	sha256:c88d9d015bf51bfc959b2858b32e3212290e4fa4799898344f95d2f9be1c1d14
REQ-OPS-008	AC-OPS-021	4df6fb1:operational-requirements.md:91	### REQ-OPS-008 — 次revisionのストリーミングTTS（初期scope外）	- AC-OPS-021: parallel synthesis fixtureが、完了順にかかわらず元の順序でplaybackをdispatchする。	sha256:3b851dd80f320d680d819d0bc0721ff70c87e3373084db1880e9b76d06546479	sha256:f7ca636aea4802d2ef620ccf4fd2d72b220c3d899e03f75384622a94eb894e8c
REQ-OPS-008	AC-OPS-022	4df6fb1:operational-requirements.md:92	### REQ-OPS-008 — 次revisionのストリーミングTTS（初期scope外）	- AC-OPS-022: restart orphan cleanup fixtureが、参照中または監査に必要なArtifactRefを保存し、回収可能なorphanだけをcleanupする。	sha256:3b851dd80f320d680d819d0bc0721ff70c87e3373084db1880e9b76d06546479	sha256:3a9061057eb5fbcef4e5693f272767945d3c816457984479fcc05d71c9d0f5b7
REQ-OPS-008	AC-OPS-023	4df6fb1:operational-requirements.md:93	### REQ-OPS-008 — 次revisionのストリーミングTTS（初期scope外）	- AC-OPS-023: OutcomeUnknown artifactまたは音声のfixtureが、自動resendを一切行わない。	sha256:3b851dd80f320d680d819d0bc0721ff70c87e3373084db1880e9b76d06546479	sha256:e03bb05588728af40277d978aa7f797cb5b8beb272eb3bf63cb7e9682a5e84d9
REQ-SEC-001	AC-SEC-001	4df6fb1:operational-requirements.md:101	### REQ-SEC-001 — secretとデータ露出	- AC-SEC-001: canary secretを入力するredaction fixtureが、Event、Projection、永続journal、診断Artifact、Providerへ送信直前のRequest／prompt、通常ログの全検査面に、平文または既知の派生表現を含まないことを確認する。	sha256:fce12d9198bfb6c4afb574236b5e5f97a272a6da992bd54aed2e2138941e633d	sha256:83397ce6254aa621c426e312e438e691df7a949906b3be2bc7d2addaa60c4507
REQ-OPS-005	AC-OPS-009	4df6fb1:operational-requirements.md:109	### REQ-OPS-005 — capability bindingをdomain外に保つ	- AC-OPS-009: 試験用Port実装を再bindingしてもdomain RuleまたはTransitionが変わらない。	sha256:d22bf5c87a693f733cad399f25c8534563643a412b087c5e7269f21301adad3d	sha256:c90f93a557407997d0481410c70adfefcf601ada1945df13defaad718ce1592d
REQ-OPS-009	AC-OPS-024	4df6fb1:operational-requirements.md:117	### REQ-OPS-009 — Qualia終了と物理Recoveryを分離する	- AC-OPS-024: restart fixtureが永続化されたStarting、Active、Terminatingと永続仕事を同じqualia sessionのRecoveringとして復元し、明示的に安全なcheckpointを持たない既定Behaviorを自動再開しない。`ResumeFromCheckpoint`は同じsessionをActiveへ戻し、`AwaitOwnerDecision`はRecoveringを維持し、`TerminateToHome`または`QuarantineResource`は責任移管後にTerminatingを経てHomeへ解決する。	sha256:2677afec71130620a2fcb5a51721757db576478ac59d4a3c02dd87160e720d56	sha256:fdf1c16eae50662c93f1a37c3e063b771dd92edd9d8052cf83880c557d9c1270
REQ-OPS-009	AC-OPS-025	4df6fb1:operational-requirements.md:118	### REQ-OPS-009 — Qualia終了と物理Recoveryを分離する	- AC-OPS-025: `旧sessionをHomeへ終了 -> 新sessionを開始 -> 旧Effectの遅い結果を受信`するfixtureが、OutcomeUnknownを自動retryせず、遅い結果を旧sessionのRecovery／Physical Observation記録だけへ相関する。その結果は、現在sessionのState、Effect Graph、Effect、確定Projection、物理確認状態を変更または生成しない。	sha256:2677afec71130620a2fcb5a51721757db576478ac59d4a3c02dd87160e720d56	sha256:51705ed5238b3712d37f2474677072691d9da947bb6bdcd6c8fdd01879ad3d80
REQ-OPS-009	AC-OPS-026	4df6fb1:operational-requirements.md:119	### REQ-OPS-009 — Qualia終了と物理Recoveryを分離する	- AC-OPS-026: Tapo相当の移動profile fixtureが、保守的なcooldown後にモーター資源を再利用可能にしても、姿勢または移動結果をObservedへ昇格せず、必要時に校正または照合を要求する。	sha256:2677afec71130620a2fcb5a51721757db576478ac59d4a3c02dd87160e720d56	sha256:edfeb23001ae0c1fd8a76e1e194dd77dff2c00864ea8d512d605807079d1f4dc
REQ-OPS-009	AC-OPS-027	4df6fb1:operational-requirements.md:120	### REQ-OPS-009 — Qualia終了と物理Recoveryを分離する	- AC-OPS-027: `OwnerConfirmationRequired`または`Unavailable`のresourceを必要とする新しいQualia開始fixtureが、HomeであってもCapability不足として拒否される一方、そのresourceを使わないQualiaは開始できる。	sha256:2677afec71130620a2fcb5a51721757db576478ac59d4a3c02dd87160e720d56	sha256:c6c06d887babd5ea8a41e9b2adb761090fa5b12e2bec65959bff3ff3d8c0bd0a
REQ-PRD-001	AC-PRD-001	4df6fb1:product-requirements.md:13	### REQ-PRD-001 — 目・耳・口を一つのInteractionに結ぶ	- AC-PRD-001: デモ実装が、音声起点とテキスト起点を各一つ受理し、共通のInteraction状態を公開できる。	sha256:79ab650bbb060fc80b9ad3d681281a3c81c6f78822b255a8b5eb12708cb8c9f6	sha256:76fad59722329fd3479f2cddb01ed652accd4e672157ff259be9faafacbbd5c6
REQ-PRD-001	AC-PRD-002	4df6fb1:product-requirements.md:14	### REQ-PRD-001 — 目・耳・口を一つのInteractionに結ぶ	- AC-PRD-002: Interactionに起因する応答が、Observed（観測済み）、Assumed（仮定済み）、または物理観測なしのいずれに基づくかを示す。これは表示上の装飾ではなく、利用者へ物理世界について嘘をつかないための証拠である。	sha256:79ab650bbb060fc80b9ad3d681281a3c81c6f78822b255a8b5eb12708cb8c9f6	sha256:529b039f4d8ee24d1650f21e2a8f8f27f96c1a9a9122b50337c26e61ebc5a7e4
REQ-PRD-002	AC-PRD-003	4df6fb1:product-requirements.md:22	### REQ-PRD-002 — Codex SkillとY2 Behaviorを分けて人とAIがアプリの世界を共有する	- AC-PRD-003: 試験用アプリの同じデータを、人向け入口とSkill入口から参照でき、データの所有者がYatagarasu Coreへ移らないことを示す。	sha256:7a7e700dcdd4df5e7d8457a4de626593e29dffe2aa885062fb1d8735652e4a6c	sha256:2c726ea61d8cc3693d4259f3934737183458785d0513b4c1c8e32f62b17d7441
REQ-PRD-002	AC-PRD-004	4df6fb1:product-requirements.md:23	### REQ-PRD-002 — Codex SkillとY2 Behaviorを分けて人とAIがアプリの世界を共有する	- AC-PRD-004: 試験用Skillを一つ追加しても、Kernelにそのアプリ名または製品固有の条件分岐を追加せず、能力一覧と境界契約から利用可能にできる。	sha256:7a7e700dcdd4df5e7d8457a4de626593e29dffe2aa885062fb1d8735652e4a6c	sha256:0f1eb86dbfca66d3f519b11be6df5fb3fed6b86523c83f8fcee131255c5cb262
REQ-PRD-002	AC-PRD-016	4df6fb1:product-requirements.md:24	### REQ-PRD-002 — Codex SkillとY2 Behaviorを分けて人とAIがアプリの世界を共有する	- AC-PRD-016: SkillCreator、Search、Fetchが初期Codex capabilityとして存在し、Codex Skillが作る外部ファイルをY2の信頼済みBehavior/Rule/Policy/Port/Effectまたは状態所有へ自動昇格させないことを示す。Search/FetchはREQ-NET-001のallowlist、provenance、transfer authorizationを通る。	sha256:7a7e700dcdd4df5e7d8457a4de626593e29dffe2aa885062fb1d8735652e4a6c	sha256:3ed63d0d78eb344685430ed8ff5495a44bc3a2135f1438d1052ba37a6f470761
REQ-PRD-002	AC-PRD-018	4df6fb1:product-requirements.md:25	### REQ-PRD-002 — Codex SkillとY2 Behaviorを分けて人とAIがアプリの世界を共有する	- AC-PRD-018: Ownerの包括委任から作成された試験Skillが、作成ごとの承認UIなしで初期grantの範囲にあるWorkspace外アプリデータを読み書きできる一方、自身のgrantまたはY2 Behaviorを拡大できないことを示す。	sha256:7a7e700dcdd4df5e7d8457a4de626593e29dffe2aa885062fb1d8735652e4a6c	sha256:a7d5dac6b8ab92de880b4bf7fd9f1975942b19fc6e3f10908ab01cd4fac3a2fa
REQ-PRD-003	AC-PRD-005	4df6fb1:product-requirements.md:33	### REQ-PRD-003 — 実機による代表Interaction	- AC-PRD-005: 「右を向いて」に相当する入力により、対応実機のカメラ移動Effectがdispatchされ、Adapterの開始・結果EventがCoreへ戻り、物理結果がObservedまたはAssumedとして記録される。AssumedはObservedへ昇格しない。	sha256:93b68d7f90c5f8495719e0a4b6f8b2bbe74a3816b61d4321b2c8a65a03c04e53	sha256:9e049bc54c986fb0a7888eee739df4d5bb613f4a201e1eabe5ac405c75b56aa4
REQ-PRD-003	AC-PRD-006	4df6fb1:product-requirements.md:34	### REQ-PRD-003 — 実機による代表Interaction	- AC-PRD-006: 対応実機から画像を取得し、有効なArtifactRefとしてAgentへ渡し、画像に基づく回答を得られる。撮影Failureまたは無効ArtifactRefではAgentへ画像解釈を要求しない。	sha256:93b68d7f90c5f8495719e0a4b6f8b2bbe74a3816b61d4321b2c8a65a03c04e53	sha256:9f34f315c046cedb1e27c99498cd4f3556ac577f026e01d5de4e3c61550104c6
REQ-PRD-003	AC-PRD-007	4df6fb1:product-requirements.md:35	### REQ-PRD-003 — 実機による代表Interaction	- AC-PRD-007: 「右を向いて何が見える？」が、移動、想定動作時間、撮影、画像解釈、応答の因果列を生成する。移動のDefinitelyNotApplied、Failure、OutcomeUnknownは下流を止め、Assumedから進む場合は明示Policyを要求する。	sha256:93b68d7f90c5f8495719e0a4b6f8b2bbe74a3816b61d4321b2c8a65a03c04e53	sha256:6bf71f8a57b8a1109a3ef2dfe3f184ce97ec5f72f1fa26f72f5eeeaa4569417c
REQ-PRD-003	AC-PRD-008	4df6fb1:product-requirements.md:36	### REQ-PRD-003 — 実機による代表Interaction	- AC-PRD-008: 実音声入力がWakeWord、VAD/STT、Interaction受理を経て応答を生成し、対応TTS／再生Adapterから少なくとも再生開始の結果Eventが返る。	sha256:93b68d7f90c5f8495719e0a4b6f8b2bbe74a3816b61d4321b2c8a65a03c04e53	sha256:93e0d68cbee1c6fe2b921748258ec01ab43080389f1272ead4c01817a41cde9f
REQ-PRD-003	AC-PRD-019	4df6fb1:product-requirements.md:37	### REQ-PRD-003 — 実機による代表Interaction	- AC-PRD-019: TC70を第一基準としてAC-PRD-005–008を実機で満たし、対象hardware/firmware、device profile、Adapter versionを記録する。C210は第二基準として同じ証拠を目指し、未達ならtyped unsupported/deferredと後続profile計画を示す。どちらもCoreへ製品名分岐を追加しない。	sha256:93b68d7f90c5f8495719e0a4b6f8b2bbe74a3816b61d4321b2c8a65a03c04e53	sha256:391f39f94e8e1e8eb07375951c261515cf8d0f8bd976015f6a58dfd3398cab98
REQ-PRD-004	AC-PRD-009	4df6fb1:product-requirements.md:45	### REQ-PRD-004 — SBERTで推論能力を動的に選択する	- AC-PRD-009: 対応構成が、利用可能なローカル推論能力と外部推論能力を、能力広告と論理プロファイルとして各一つ以上公開できる。	sha256:153850e08c0d5256b27276e6e253a4b5a8720e3f854d62388b36ebe678d3b20c	sha256:ee85e4785eefc99cdabca83d758c2004b79b9ebc1bf25d3a89c1301d29e5be8e
REQ-PRD-004	AC-PRD-010	4df6fb1:product-requirements.md:46	### REQ-PRD-004 — SBERTで推論能力を動的に選択する	- AC-PRD-010: 速度重視、Vision、高性能推論の代表入力が、SBERT候補とversion付きPolicyにより異なる論理プロファイルへ解決され、route選択のためのLLM requestを生成しない。	sha256:153850e08c0d5256b27276e6e253a4b5a8720e3f854d62388b36ebe678d3b20c	sha256:89b91e43f58098850595149ffade9b69f031c7fab04122fd84fed7e9e35f2eec
REQ-PRD-004	AC-PRD-011	4df6fb1:product-requirements.md:47	### REQ-PRD-004 — SBERTで推論能力を動的に選択する	- AC-PRD-011: 選択したpreferred route（希望経路）と、configured authorization・可用性・Policy適用後のeffective route（実効経路）が別々に参照でき、selection、rejection、Failureの理由を型付き結果として示す。自動縮退/fallbackを示してはならない。	sha256:153850e08c0d5256b27276e6e253a4b5a8720e3f854d62388b36ebe678d3b20c	sha256:38efd63058ee0bc445432407cc21cf9a905fcfc77d82541961353ada40d3538b
REQ-PRD-004	AC-PRD-017	4df6fb1:product-requirements.md:48	### REQ-PRD-004 — SBERTで推論能力を動的に選択する	- AC-PRD-017: 初期Provider choice以外を要求する、またはeffective route bind後に設定変更/利用不能を注入するfixtureが、active turnをrebindせず自動fallbackもせず、次Interactionへ新設定を適用し、現在turnにはtyped terminal Failure/Recoveryを返す。	sha256:153850e08c0d5256b27276e6e253a4b5a8720e3f854d62388b36ebe678d3b20c	sha256:6e228bac8719c4ce4f71b0087bb1bd0d7d114e6b627f1f44e9aee5f06319916d
REQ-PRD-004	AC-PRD-020	4df6fb1:product-requirements.md:49	### REQ-PRD-004 — SBERTで推論能力を動的に選択する	- AC-PRD-020: OpenAI/Codex routeとHoshikage/Ollamaの対応profileが文脈継続能力を広告し、`CodexThread` routeだけがexact Thread resumeを要求する。`NoExternalContinuity` routeは現在入力と選択済みSemanticMemoryだけで開始し、route切替後も存在しない外部履歴を継承したと表示しない。	sha256:153850e08c0d5256b27276e6e253a4b5a8720e3f854d62388b36ebe678d3b20c	sha256:f7d7d6d3e38f3deb0a18dba0a6bb41b53ad7f90d0815ea8d6b58e6d15cc867c5
REQ-PRD-005	AC-PRD-012	4df6fb1:product-requirements.md:57	### REQ-PRD-005 — 会話に閉じない振る舞いを提供する	- AC-PRD-012: Tapoだけで完結する振る舞い、Webだけで完結する振る舞い、TapoとWebを組み合わせる振る舞いの各fixtureが、同じQualia（クオリア）・Command・Event・Effect Graphの法則を利用し、会話またはLLMを不要な経路では生成しない。	sha256:047424e656ee9aa177de91ea4544929dd50b34096279095bbcc8ea60dc1303cd	sha256:32a435e85e56998c2d0fb73ef6c7b64f459629d6bba248789a2d106ab87b12b2
REQ-PRD-005	AC-PRD-013	4df6fb1:product-requirements.md:58	### REQ-PRD-005 — 会話に閉じない振る舞いを提供する	- AC-PRD-013: 初期の有限Conversation Behaviorについてversion付きBehavior適合manifestとarchitecture conformance fixtureが存在し、単一クオリアのLifecycle、State所有、終了、Recovery契約への適合を検証できる。long-duration transcription、simultaneous interpretation、surveillance、continuous conversationはREQ-SCP-001により初期scope外であり、対応manifestを初期受入条件にしない。	sha256:047424e656ee9aa177de91ea4544929dd50b34096279095bbcc8ea60dc1303cd	sha256:f29c4bb098cc9d706007d6a3b56cf5371222046c17e92c5e4e8cc80b96014146
REQ-PRD-006	AC-PRD-014	4df6fb1:product-requirements.md:66	### REQ-PRD-006 — WebをYatagarasuの身体面として提供する	- AC-PRD-014: 標準Web画面が、スマートフォンとPCの表示幅で、現在のクオリア、進行、型付き結果、成果物、利用可能デバイス、常設Home操作を表示または操作できる。	sha256:66476aaca0b50ea9324a820d36d88401252b404deb8b6899102f471df46ec634	sha256:e2caa78c7f009deb7c27586048ce6cae31d469ef164a5012aa10e31093907c5a
REQ-PRD-006	AC-PRD-015	4df6fb1:product-requirements.md:67	### REQ-PRD-006 — WebをYatagarasuの身体面として提供する	- AC-PRD-015: 対応する複数カメラをWebから選択しても、Workspace、Owner、またはクオリアを増やさず、選択したdevice identityを型付きCommandへ含められる。一つの振る舞いが複数deviceを明示的に使うことも妨げない。	sha256:66476aaca0b50ea9324a820d36d88401252b404deb8b6899102f471df46ec634	sha256:7636339e82a6891e1b487b550234269041caaa4265d8e76e272e6a72a56a0cdd
REQ-FR-001	AC-FR-001	4df6fb1:product-requirements.md:75	### REQ-FR-001 — 受理後の入力意味は等価	- AC-FR-001: 二つの対応Inbound Adapterから同じテキストを投入すると、入力元の出所情報以外は同じ受理済みInteraction Event形状になる。	sha256:0d958fae141f1517822ec5d6c0c24bf511603e140028df35c4a586fc94037187	sha256:5eee63b071203f5c51f8858dc8ca639a8c3e001d10d13ed0ef3a57d5b93119b8
REQ-FR-001	AC-FR-002	4df6fb1:product-requirements.md:76	### REQ-FR-001 — 受理後の入力意味は等価	- AC-FR-002: 適合テストにより、PlanningがAdapter固有の業務ロジックではなく受理済みInteractionから選ばれることを示せる。	sha256:0d958fae141f1517822ec5d6c0c24bf511603e140028df35c4a586fc94037187	sha256:f1a3faccacf0cee12113a245e102d60ce685418b48e63588f57d3eb869bcc027
REQ-FR-002	AC-FR-003	4df6fb1:product-requirements.md:84	### REQ-FR-002 — Interaction進行を参照可能にする	- AC-FR-003: Projectionが、試験用Interactionのaccepted、executing、completed、cancelled、failedの状態を表示する。	sha256:1aa464fffbbeba58905b03601a547631dd4c2e1b44a2d86a372eccfbeaf45cb8	sha256:896399875ef85b996058cf201b29c786d69bca4bcdd483f5ca7a764b625b7db1
REQ-FR-002	AC-FR-004	4df6fb1:product-requirements.md:85	### REQ-FR-002 — Interaction進行を参照可能にする	- AC-FR-004: 外部処理の失敗が、未解析の例外文字列ではなく型付きFailure分類として表示される。	sha256:1aa464fffbbeba58905b03601a547631dd4c2e1b44a2d86a372eccfbeaf45cb8	sha256:0d953491eb88519b008ef7dcbb37faa37f290801fe37c0bfa5ad96a3121c441a
REQ-FR-003	AC-FR-005	4df6fb1:product-requirements.md:93	### REQ-FR-003 — 中止の要求と結果を混同しない	- AC-FR-005: Webと別のInbound Adapterの中止要求は、同じ型付き`CancelRequested` Commandを生み、受理時は別の`CancellationAccepted` Eventを生む。	sha256:499a976775d17810157bf457ae953866ca66aa593ee32162b598b5c87f89c21b	sha256:3bf0a1f4eb3c20409429a6b3e6ce9b2e30dc2fe8791d1c79f3562dd6376a0396
REQ-FR-003	AC-FR-006	4df6fb1:product-requirements.md:94	### REQ-FR-003 — 中止の要求と結果を混同しない	- AC-FR-006: Projectionは取消要求を外部処理の停止または物理結果の証拠として表示しない。	sha256:499a976775d17810157bf457ae953866ca66aa593ee32162b598b5c87f89c21b	sha256:5a693f7766f9ffe6c15b619500f68593282c2d47a259b44f8438085ee50d55f5
REQ-FR-004	AC-FR-007	4df6fb1:product-requirements.md:102	### REQ-FR-004 — 校正をLLMなしの反射経路で解決する	- AC-FR-007: gray bandの校正候補を校正固有gateが受理するfixtureが、LLM request／Proposalなしに校正Effect Graphを生成する。	sha256:386c55b5ab5d698ce6341867120077d5e7e1a829ebbabcce6120251f89c3da05	sha256:4a405b7314ee4c85e5421d4341a02ef8a33b681859f40ea033a225bb32830059
REQ-FR-004	AC-FR-008	4df6fb1:product-requirements.md:103	### REQ-FR-004 — 校正をLLMなしの反射経路で解決する	- AC-FR-008: 同じ入力が安全方針またはCapability方針で拒否された場合、校正Effectをdispatchせず、型付き拒否結果を返す。	sha256:386c55b5ab5d698ce6341867120077d5e7e1a829ebbabcce6120251f89c3da05	sha256:2cc4d147f323a1bf67fb265b5b095071ad57473dd37116c7c2d4aa5283dcad61
REQ-FR-005	AC-FR-009	4df6fb1:product-requirements.md:111	### REQ-FR-005 — Activeなクオリアを一つに保つ	- AC-FR-009: table-driven fixtureがHome、Starting、Active、Terminating、Recoveringの各状態で開始要求を評価し、Homeからだけ開始を受理する。	sha256:3169f250b36e0fba69d520cbf7d7ba566cd88e5c0cfddb9b56a4a5db08266900	sha256:c542cc4956d5dc0ab838259fdeb3d31b01843ed2f71e99274f3131ccab14f2f6
REQ-FR-005	AC-FR-010	4df6fb1:product-requirements.md:112	### REQ-FR-005 — Activeなクオリアを一つに保つ	- AC-FR-010: Activeまたは終了途中で別クオリアを要求するfixtureが型付きBusy結果を返し、新しいクオリアState、Effect Graph、Effect、dispatchを一切生成しない。	sha256:3169f250b36e0fba69d520cbf7d7ba566cd88e5c0cfddb9b56a4a5db08266900	sha256:576d3ddd1b7b1bdd555996f78ac74954bd8a45d27603562a84080afa6ab17474
REQ-FR-005	AC-FR-011	4df6fb1:product-requirements.md:113	### REQ-FR-005 — Activeなクオリアを一つに保つ	- AC-FR-011: 自律神経の一つを停止・再開してもActive Qualiaの唯一性を破らず、そのserviceがQualia Stateを直接変更しないことを示す。	sha256:3169f250b36e0fba69d520cbf7d7ba566cd88e5c0cfddb9b56a4a5db08266900	sha256:5ca6f1049b6209c8dde32dfa940fa24a74e6baacc5d80aa783aab718e92a9d0a
REQ-FR-006	AC-FR-012	4df6fb1:product-requirements.md:121	### REQ-FR-006 — Home復帰を独立制御経路にする	- AC-FR-012: 既定音声制御語とWebの常設Home操作が、出所情報以外は同じ`ReturnToHomeRequested` Commandを生む。	sha256:5a9f3f1c7cfe8b447a8bdebe23f4d55037c5d4c3fe391384a46307881cc64df4	sha256:1037b4d058548052689d11d0a2c5983fb606459f88380cfc017bdce17b4d7df5
REQ-FR-006	AC-FR-013	4df6fb1:product-requirements.md:122	### REQ-FR-006 — Home復帰を独立制御経路にする	- AC-FR-013: Home要求fixtureが新規仕事のadmissionを止め、pending仕事を永続取消し、対応可能なin-flight取消と成果物確定を要求した後、`TerminationCompleted`、`TerminationPending`、`TerminationFailed`、`TerminationOutcomeUnknown`を区別する。	sha256:5a9f3f1c7cfe8b447a8bdebe23f4d55037c5d4c3fe391384a46307881cc64df4	sha256:1cfcf606a3c27c4b234228987d98503632a4265545b6235ab3e15da2cfe0e833
REQ-FR-006	AC-FR-014	4df6fb1:product-requirements.md:123	### REQ-FR-006 — Home復帰を独立制御経路にする	- AC-FR-014: 文字起こし中もHome制御語の検知経路が生存し、通常音声は文字起こしへ、Home制御語はQualia終了要求へ別々に渡る。	sha256:5a9f3f1c7cfe8b447a8bdebe23f4d55037c5d4c3fe391384a46307881cc64df4	sha256:8fc136d72fe95fee7ce3ea47ee64246cdab2392be7c07eb8944f7e1230289731
REQ-FR-007	AC-FR-015	4df6fb1:product-requirements.md:131	### REQ-FR-007 — 振る舞い選択と推論能力選択を分離する	- AC-FR-015: 既知の文字起こし開始入力がSBERT候補とPolicyにより文字起こしクオリアへ解決され、機能選択のためのLLM requestを生成しない。	sha256:877b93dbee9066af5a1ac38db3e1ce07fc551df09dffe8244f3004fdedfc043c	sha256:e27c9c685ce0e25f825a7ce984d367461388c8b0a43a1c9c088de46e9ad30118
REQ-FR-007	AC-FR-016	4df6fb1:product-requirements.md:132	### REQ-FR-007 — 振る舞い選択と推論能力選択を分離する	- AC-FR-016: 通常SBERT構成と明示rule-only構成の候補なしfixtureが、各構成で宣言されたContributorを評価した後にだけ`FallbackToConversation` Decisionを返し、会話クオリアを開始する。Policy拒否fixtureは同じfallbackを返さず、拒否結果と無Effectを示す。	sha256:877b93dbee9066af5a1ac38db3e1ce07fc551df09dffe8244f3004fdedfc043c	sha256:0b0a72acde0c88e237e2f7cd589600f78462f565e00fcb703e0a9e9486021f29
REQ-FR-007	AC-FR-017	4df6fb1:product-requirements.md:133	### REQ-FR-007 — 振る舞い選択と推論能力選択を分離する	- AC-FR-017: 画像を伴う会話fixtureが、振る舞いとして会話を選ぶDecisionと、Vision用論理プロファイルを選ぶDecisionを別々に記録する。	sha256:877b93dbee9066af5a1ac38db3e1ce07fc551df09dffe8244f3004fdedfc043c	sha256:3d39c1d10057bc3360e7c2c7b6eebd0a51299c6c46b8cb5c84553f055014beaf
REQ-NFR-001	AC-NFR-001	4df6fb1:product-requirements.md:141	### REQ-NFR-001 — Interaction遅延を因果区間ごとに測定可能にする	- AC-NFR-001: wake検出、入力受付、VAD/STT確定、意味routing開始・終了、Effect dispatch、物理Effect開始・結果、capture完了、Agent request、first response、playback開始の対応境界に、同一Interactionへ関連付けられる単調時刻を持つ。	sha256:096630934526fd0a77bc2bb4b8afa1afd0be4334d9b3219d2e2f4a42a037a5a0	sha256:d209c7f4a2711e508821d99805c9c8cfd4c0affb56d338ea5671727e5ed9f742
REQ-NFR-001	AC-NFR-002	4df6fb1:product-requirements.md:142	### REQ-NFR-001 — Interaction遅延を因果区間ごとに測定可能にする	- AC-NFR-002: 決定論的なSBERT反射経路がLLM requestを生成せず、STT確定からroute決定、route決定から最初のEffect dispatchまでを独立計測できる。	sha256:096630934526fd0a77bc2bb4b8afa1afd0be4334d9b3219d2e2f4a42a037a5a0	sha256:3e5d4a71dc3bb6d0bf8d8f4ce52336465775bd36352a4518f3a42a790137c6d3
REQ-NFR-001	AC-NFR-003	4df6fb1:product-requirements.md:143	### REQ-NFR-001 — Interaction遅延を因果区間ごとに測定可能にする	- AC-NFR-003: 代表実機Interactionの計測結果を、総時間と区間別時間の両方で出力し、各区間の欠測理由を型付き状態として示す。	sha256:096630934526fd0a77bc2bb4b8afa1afd0be4334d9b3219d2e2f4a42a037a5a0	sha256:9375aab46d48e7ad59ab1604a89fa0f0fe0053a0492a5f40f970d7bd271a8818
REQ-FUT-001	AC-FUT-001	4df6fb1:product-requirements.md:151	### REQ-FUT-001 — 定時自律はInboundの関心事	- AC-FUT-001: 実装前に、スケジュールAdapterの契約と、共通Inbound境界から投入されることを示すテストが承認される。	sha256:5cc8a0ae4940f9c82bd24e59c0e4c011e0486f18c23a47a77a851e8989460d5e	sha256:0a98fd62e2b4b9cdac695ddba8a505c5ad7a7d20c938d0ad61f5bf8f2126a7f0
