Record type	Identity	Value
definition	SD-PER-RBI-003@1	contracts/runtime-binding.md#sd-per-rbi-003--runtimebindingrecoveryresolutionuow	sha256:d9cc38e08a9765206e077ea583eee770e329868bf117f762715d58957394f288
definition	SD-PER-RBI-004@1	contracts/runtime-binding.md#sd-per-rbi-004--runtimebindingcandidatestaginguow	sha256:c514dce21201064e976e45afa57915bb070bdc07f0000b7c5ae979c4504f579b
definition	SD-PER-RBI-005@1	contracts/runtime-binding.md#sd-per-rbi-005--runtimebindingcandidateknownfailureuow	sha256:47482f8a10e33699d9602fe68147e3bf9563ce07a27720e14c3f708f4b1339e2
definition	SD-PER-RBI-006@1	contracts/runtime-binding.md#sd-per-rbi-006--runtimebindingcandidatecleanupresolutionuow	sha256:9852dbbacc21afbdea11d39236c2e25921908fab0a39c66339d063226286a5da
definition	SD-PER-RBI-007@1	contracts/runtime-binding.md#sd-per-rbi-007--runtimebindingcandidateregistrationuow	sha256:632cc512545b67e24e1669beb6a77e106c3c296a152a4c2c0c6dac429c860cdf
definition	SD-PER-RCP-001@1	contracts/runtime-binding.md#sd-per-rcp-001--runtimecandidateprobeprofilerevisionuseuow	sha256:c2a3adece30aaa8d65059eca515f5a673acd6077ed1af5139b3a3cec6debd3c6
definition	SD-PER-RCP-002@1	contracts/runtime-binding.md#sd-per-rcp-002--runtimecandidateprobeprofileseedprovisioninguow	sha256:fd9492ebf6a1a7a8538d1bcde12430bb321c5e541cb2b3db8c102bfac7eb45a3
definition	SD-PER-RCP-003@1	contracts/runtime-binding.md#sd-per-rcp-003--runtimecandidateprobeprofileadministrationuow	sha256:873d3bbdf4da0fd96fecb8e7e52eeebac8701581a45a9f8dd4106e2bf422cb5c
definition	SD-PER-RST-001@1	contracts/migration-and-restart.md#sd-per-rst-001--runtimerestartuow	sha256:1a07a9ac5cd8ba7a0124fa420ada670be3513cbb101d39de12ea326d77c201bc
definition	SD-PER-RST-002@1	contracts/migration-and-restart.md#sd-per-rst-002--activeworkhandoffandqualiarecoveryuow	sha256:164daa93561df6394bfff6f54c3aa6018ca4859852693da56adcba18d5e20ca0
definition	SD-PER-RST-003@1	contracts/migration-and-restart.md#sd-per-rst-003--runtimerestartresolutionuow	sha256:c2d790635549c9f82d0ab107ac35643f6c48c51c275ae74b448c1d628f88660c
definition	SD-PER-RST-004@1	contracts/migration-and-restart.md#sd-per-rst-004--activeworkhandoffreleaseuow	sha256:d4ff9ed59055757dee2d1cf51487f1c3329a8150ef27f0fc65791147b221529f
definition	SD-PER-TOL-001@1	contracts/finite-conversation.md#sd-per-tol-001--tooldispatchauthorizationuow	sha256:c120b7a94268955fe53a08e96412b88b8ba869e38272cd8c30f6a3141f90b532
definition	SD-POL-ART-001@1	contracts/camera-observation.md#sd-pol-art-001--artifactcleanuppolicy	sha256:18049fe211fe1df080db5d0f74226bec402393e2fc2ff305c7111aa480c7cc9c
definition	SD-POL-DAT-001@1	contracts/camera-observation.md#sd-pol-dat-001--dataclassificationpolicy	sha256:0e633b8cc4b19d55d59d84569d4b36de98e1afc6d7a28aabc14a2f486fcc8883
definition	SD-POL-DEX-001@1	contracts/camera-observation.md#sd-pol-dex-001--referencedeviceexclusionpolicy	sha256:f483c569dedc1a9d4f252d4e54b8ab14acd0949fba9f0fd869a74cb99270f151
definition	SD-POL-PHY-001@1	contracts/camera-observation.md#sd-pol-phy-001--assumedprogresspolicy	sha256:97bc2320e2a1ccf048f23029968155f1f0125d8e4be0b3782d29a268da9dfdcb
definition	SD-POL-PHY-002@1	contracts/camera-observation.md#sd-pol-phy-002--startconfirmationpolicy	sha256:185f7c82bf6188e7a4123e1030ca73ce4d21b59a18e3e18688d702d430f74ecf
definition	SD-POL-REC-001@1	contracts/camera-observation.md#sd-pol-rec-001--physicalrecoverypolicy	sha256:b76d4cbfe7e289c40c5fbce320badff43b9eff4c4c2dff45ebc907cf2d195602
definition	SD-PRF-PHY-001@1	contracts/camera-observation.md#sd-prf-phy-001--physicalcapabilityprofile	sha256:2bbde4a05ace60c847bbeff0893b8d0d27672e248e5abf2e870961da6915203d
definition	SD-PRF-RBI-001@1	contracts/runtime-binding.md#sd-prf-rbi-001--runtimecandidateprobecapabilityprofile	sha256:8bd5844f50c677e5290fc4c5837853ef4283b11d7f4d9cdf6496e6ac1ebb418a
definition	SD-PRJ-AGT-001@1	contracts/finite-conversation.md#sd-prj-agt-001--agentsessionprojection	sha256:cdbd2697307f1b6880177fc01b78d32810fe37c5c6e93508c625edae5c0319c4
definition	SD-PRJ-AUT-001@1	contracts/configuration-application.md#sd-prj-aut-001--skillauthorizationprojection	sha256:c99efdbee300fd3db822d3a602a70ad53a98b39fecda42d8d5d6de0526469122
definition	SD-PRJ-BRP-001@1	contracts/routing-policy.md#sd-prj-brp-001--behaviorroutingprojection	sha256:0e01325076a632760c71d105cd7cca953d184a12187a4b6a2f34d180c4bad16f
definition	SD-PRJ-CAM-001@1	contracts/camera-observation.md#sd-prj-cam-001--cameraobservationprojection	sha256:8facad7f94b6f8d04700f1e291f6b7d5fa6ed30605cdd195f9a7e257e64ab477
definition	SD-PRJ-CFG-001@1	contracts/configuration-application.md#sd-prj-cfg-001--configurationprojection	sha256:0e178a2e93ca561d076f921ccb31ee98f5073a1efe1654738001a95a4496d92a
definition	SD-PRJ-CNV-001@1	contracts/finite-conversation.md#sd-prj-cnv-001--finiteconversationprojection	sha256:9d13cc62cf738231066a684075224dc9508bf2edfd4a2d7cd1faed5cd85f5006
definition	SD-PRJ-IRP-001@1	contracts/routing-policy.md#sd-prj-irp-001--inferenceroutingprojection	sha256:7ee2c7657ef39a95029da9a27ed8314a18579a849258ddd505e005eb5df356a9
definition	SD-PRJ-MEM-001@1	contracts/finite-conversation.md#sd-prj-mem-001--semanticmemoryprojection	sha256:0872280cb6185ce546beb3486255d600a69c47bba7ffab9c45a9d241e27bc792
definition	SD-PRJ-MIG-001@1	contracts/migration-and-restart.md#sd-prj-mig-001--migrationprojection	sha256:5251ed5af493f909e746b6d1699b815ca8178758843d9ffb1db31eb530f045a4
definition	SD-PRJ-QLI-001@1	contracts/finite-conversation.md#sd-prj-qli-001--qualiaprojection	sha256:f517b8174a1ea8d0845d1cddccbd3404f699732a58a14d35a8a8996955a1f1e3
definition	SD-PRJ-RBI-001@1	contracts/runtime-binding.md#sd-prj-rbi-001--runtimebindingprojection	sha256:ba68104145b89dce12a698ff43e05e87ce5acb7317fa93a1285a554f73af14de
definition	SD-PRJ-RBI-002@1	contracts/runtime-binding.md#sd-prj-rbi-002--readinessprojection	sha256:00beab405e4dcb9945e7102394db665752de089e0d367f3745afeaa5a9e07fa5
definition	SD-PRT-AGT-001@1	contracts/finite-conversation.md#sd-prt-agt-001--agentsessionport	sha256:300cbc26ec4a2184e3e95476ec5269edfafab598121d8e0778cea1d993a1dcd3
definition	SD-PRT-AGT-002@1	contracts/finite-conversation.md#sd-prt-agt-002--providerinferenceport	sha256:3a82a1659e038250f034db8b00838312ce1b96462f86798dafea6e8dee4cd5a1
definition	SD-PRT-ART-001@1	contracts/camera-observation.md#sd-prt-art-001--artifactcontentport	sha256:2bbebbb8994197d59f3ae6022cb8e08bab0d0826f331f1a2b1d0eb0cd3dcb312
definition	SD-PRT-AUD-001@1	contracts/finite-conversation.md#sd-prt-aud-001--nonstreamingspeechport	sha256:63ebbd8032dedabaaf3eca07f1009bd5f275019db8ea2b31ad351dd78b742021
definition	SD-PRT-CAP-001@1	contracts/camera-observation.md#sd-prt-cap-001--imagecaptureport	sha256:0246eabe85ed00f18519a75d489284647e78b5c4245a8193eba98486f23ff46d
definition	SD-PRT-CFG-001@1	contracts/configuration-application.md#sd-prt-cfg-001--userlayerconfigurationport	sha256:ed111d4e5ea1da1f1f844a11924134c05b2d0a3b77ffd5e9becad1a39dded4ee
definition	SD-PRT-DAT-001@1	contracts/finite-conversation.md#sd-prt-dat-001--authorizedcontentport	sha256:ed21589de08efb2a0013f10463c5ff0c72b3c1ae1b53c72b36f099a7e1e5c33d
definition	SD-PRT-DEX-001@1	contracts/camera-observation.md#sd-prt-dex-001--devicetestexclusionport	sha256:916506b4e812657a18e2e65efe1365d20b10e197cf7c692aa0d82ab3a68fbe8a
definition	SD-PRT-INF-001@1	contracts/camera-observation.md#sd-prt-inf-001--imageinterpretationport	sha256:687dd1045db640a0e01d65a139c677f0488b67e9fa6bbb5469a5ffec42f38e95
definition	SD-PRT-MEM-001@1	contracts/finite-conversation.md#sd-prt-mem-001--semanticmemoryport	sha256:f8f71295136868280f1c470af014fcc30be271307ae005caef099b37c8e5d65f
definition	SD-PRT-MIG-001@1	contracts/migration-and-restart.md#sd-prt-mig-001--workspacemigrationport	sha256:21c2b7aafafbc60059dc4ee527dc1d5417eacdb16d3f507672a19c98c12b671b
definition	SD-PRT-NOT-001@1	contracts/finite-conversation.md#sd-prt-not-001--thinkingnotificationport	sha256:2f05dcd1b825f6f12fac6547fbfbc7705e17cbc2be8afc63a282db750a09a0a8
definition	SD-PRT-OUT-001@1	contracts/finite-conversation.md#sd-prt-out-001--presentationpublicationport	sha256:3a35b2dcff5744cbd9e193c457a27f10ede7d8ed452a72559b7fe86532b41f9a
definition	SD-PRT-PHY-001@1	contracts/camera-observation.md#sd-prt-phy-001--relativemotionport	sha256:1f705af5a367c81d69c1cd7d8428a2fb3831e4c58a61106383473c72394fdb7d
definition	SD-PRT-RBI-001@1	contracts/runtime-binding.md#sd-prt-rbi-001--runtimebindingport	sha256:da7f6f7153e5e24dc5a5510045d09be046114891a14af4c09d3ce4475c2f9e56
definition	SD-PRT-RBI-002@1	contracts/runtime-binding.md#sd-prt-rbi-002--runtimeprobeport	sha256:474dd843e28748aa9d6c4bb503cd520e6fbca26c2e35dfd88db2e50effe4ac94
definition	SD-PRT-RCP-001@1	contracts/runtime-binding.md#sd-prt-rcp-001--runtimecandidateprobeprofileadministrationingress	sha256:db6b875942d4e1d3244ba1af11826bbb36e88fce2e05de4cdf5716dbcd04a9b2
definition	SD-PRT-RST-001@1	contracts/migration-and-restart.md#sd-prt-rst-001--runtimecontrolport	sha256:4e8bf86582398c0371cff1b3e8e701cd6e2a59485b3bcac5430c98079fecdaa9
definition	SD-PRT-TIM-001@1	contracts/camera-observation.md#sd-prt-tim-001--monotonictimerport	sha256:6a9c47e2294f79519e1f254c317d751b9202a0f52849091a1acb0d32fd96e2d1
definition	SD-PRT-TOL-001@1	contracts/finite-conversation.md#sd-prt-tol-001--authorizedtoolport	sha256:7fec9fee4b9611d3864da960fe2805b5c09fb9d575f1852de9ac8aa7c90714ed
definition	SD-REC-AGT-001@1	contracts/finite-conversation.md#sd-rec-agt-001--agentturnrecovery	sha256:de973d6614eb95d7a8020a010aeff6815f23392faa771fe7c559420cfdfa6fad
definition	SD-REC-AGT-002@1	contracts/finite-conversation.md#sd-rec-agt-002--threadresetrecovery	sha256:cd4b67c4725dea731b0eac140ac7a8f034a10a9cb221a5b710d6bb731b5388af
definition	SD-REC-AGT-003@1	contracts/finite-conversation.md#sd-rec-agt-003--codexruntimebindingrecovery	sha256:0e3c311222e7c6008bf015725b3744bf549bf8576982c90490e7274d0e1b8e1d
definition	SD-REC-ART-001@1	contracts/camera-observation.md#sd-rec-art-001--artifactcleanuprecovery	sha256:cfd3c7abca8ce8816f11c9ab2939a95bbec8dbf96b3e63393e8717b3a7decbe7
definition	SD-REC-CFG-001@1	contracts/configuration-application.md#sd-rec-cfg-001--configurationpersistencerecovery	sha256:d430c2cfa2e82d83524f74a0e9737cf07d6562dc43cceb875dda7e84534ef6c1
definition	SD-REC-CNV-001@1	contracts/finite-conversation.md#sd-rec-cnv-001--finiteconversationrecovery	sha256:1d1de65712b32b21dd72a36cf55469f79e6704846d1d1be04daf1335b3b3f01e
definition	SD-REC-DEX-001@1	contracts/camera-observation.md#sd-rec-dex-001--devicetestexclusionrecovery	sha256:d60a048860d9f7acd0b9aca6f6a861bf5744591db1bda08e680c210a60ee83a7
definition	SD-REC-MEM-001@1	contracts/finite-conversation.md#sd-rec-mem-001--memoryrecovery	sha256:e9e9cc5d15d9ba1e1f03c6c1dd9a352e17f5ba71adc0f67d9a50de053abd3fba
definition	SD-REC-MIG-001@1	contracts/migration-and-restart.md#sd-rec-mig-001--workspacemigrationrecovery	sha256:c171e859a9218e0c75f2392f44038515c9d2f0e30a347fed3349080441ef46ee
definition	SD-REC-NOT-001@1	contracts/finite-conversation.md#sd-rec-not-001--thinkingnoticerecovery	sha256:0e3379527781ba0de2a8a917952b709e4512fc6311cdc761a5f986c998308777
definition	SD-REC-OUT-001@1	contracts/finite-conversation.md#sd-rec-out-001--presentationcommitrecovery	sha256:ebda40fd454c2c41c4b82bf86b8537cc4aed8e8f7b6d5e17de7dbd7df8bf4273
definition	SD-REC-PHY-001@1	contracts/camera-observation.md#sd-rec-phy-001--physicalactionrecovery	sha256:e6ee7320976ea6c37872e700487d2e6dc07e1bcceba0f02a6936b82182ae5c81
definition	SD-REC-RBI-001@1	contracts/runtime-binding.md#sd-rec-rbi-001--runtimebindingrecovery	sha256:fc9beb84563b7ec007a8c29541eb8d31ed992f1bd17b09c2314e2658cc79e378
definition	SD-REC-RST-001@1	contracts/migration-and-restart.md#sd-rec-rst-001--runtimerestartrecovery	sha256:a5dd9c7c2e303b4bdf965b8fcc55750ac8470d3d8cddae45c697b9a7b546cfa3
definition	SD-REC-TOL-001@1	contracts/finite-conversation.md#sd-rec-tol-001--tooloperationrecovery	sha256:ef4354982c5021b057db395df913a3963df94ebebeb67366062d6a9edbf625a3
definition	SD-RUL-AGT-001@1	contracts/finite-conversation.md#sd-rul-agt-001--bindagentturn	sha256:30d4ab26318950ff021ec38e27176f95faea6f5183e463c73844f8bc377bfef4
definition	SD-RUL-AGT-002@1	contracts/finite-conversation.md#sd-rul-agt-002--validateagentproposal	sha256:bb7325686e69acef33ea09fb8e80e565e8bf1e925cedaf6903fca3649279d85c
definition	SD-RUL-AGT-003@1	contracts/finite-conversation.md#sd-rul-agt-003--decideagentcancellation	sha256:b56702aac7e7c34d803be770edb0c983c3047df5757fa71a65d6de751ae35405
definition	SD-RUL-AGT-004@1	contracts/finite-conversation.md#sd-rul-agt-004--decidethreadreset	sha256:98090ba6070cbe1d0ac8f8e320c70d331e9dc7fc392584d71769584a4d7fcde6
definition	SD-RUL-AGT-005@1	contracts/finite-conversation.md#sd-rul-agt-005--validatetransferauthorization	sha256:47476a916c0ec125cb6dd99b47824e07d038e7565f58ffe8cc3becd143385122
definition	SD-RUL-AGT-006@1	contracts/finite-conversation.md#sd-rul-agt-006--resolveagentterminalrace	sha256:19b9bbcaccd6a1ec062a2271998d55533d68c6f89f6f54e4a74b9a16ab7f3e02
definition	SD-RUL-AGT-007@1	contracts/finite-conversation.md#sd-rul-agt-007--validatecodexappserverreadiness	sha256:ba653b02b3111acfa3e1b6b5d1042946a92c824ec9ef7c7584d206ccadaa79a3
definition	SD-RUL-AGT-008@1	contracts/finite-conversation.md#sd-rul-agt-008--decideagentruntimebindinguserelease	sha256:b5c4793aa482f5b2a819d0b8f41e3fe26d0b3c475db8f92fba48ab4db146097c
definition	SD-RUL-AGT-009@1	contracts/finite-conversation.md#sd-rul-agt-009--resolveagentturnuncertainty	sha256:663fc4739cce50c9e5c5cb5b1a0f13e3ce6452a93cd74c75ec5279a217aa5b33
definition	SD-RUL-AGT-010@1	contracts/finite-conversation.md#sd-rul-agt-010--resolvethreadresetuncertainty	sha256:cde4ebac14d9a88c90bba943fdce813e70e0e114b93749b2d3384a62fc42c528
definition	SD-RUL-AGT-011@1	contracts/finite-conversation.md#sd-rul-agt-011--admitexplicitcontinuityrestart	sha256:f3af165e3390dc952dd1c14da29320209edcf9cdcc28064f262e7d784e3d999c
definition	SD-RUL-ART-001@1	contracts/camera-observation.md#sd-rul-art-001--validateartifactforinterpretation	sha256:b9f7f9421bbd569296f39997e24212aecaf281c702e3c909b0170390a4a5d272
definition	SD-RUL-ART-002@1	contracts/camera-observation.md#sd-rul-art-002--decideartifactcleanup	sha256:3eafd038dceea34e82627fca2360c6cd30d9182d8f51a51e1650faada49a34e3
definition	SD-RUL-BRP-001@1	contracts/routing-policy.md#sd-rul-brp-001--resolvebehaviorroute	sha256:be1d878e1c1e66bc93f0643c6eb49813af52d62b906d21bf73b5c916b6f24ffe
definition	SD-RUL-CAM-001@1	contracts/camera-observation.md#sd-rul-cam-001--plancameraobservation	sha256:4416e7ca547a3ddd8f9ab494f03a2af2cd78cbfcefcb917838ace2d439637da3
definition	SD-RUL-CAM-002@1	contracts/camera-observation.md#sd-rul-cam-002--buildcameradispatcheffect	sha256:22d3380b68209a95cae033483862f10c8664880d7c3f4880aafbb4df7344d60e
definition	SD-RUL-CFG-001@1	contracts/configuration-application.md#sd-rul-cfg-001--validateconfigurationschema	sha256:a05ab7665b102d077f4f2967ec9f65192188dca379c03bb337f663a1db532ce2
definition	SD-RUL-CFG-002@1	contracts/configuration-application.md#sd-rul-cfg-002--resolveconfigurationlayers	sha256:bf299a2384f928404b7a9a50f7c8186da8cbbf2f53356abf4c1ef5747300a874
definition	SD-RUL-CFG-003@1	contracts/configuration-application.md#sd-rul-cfg-003--validateconfigurationsafety	sha256:c3a35c81ac519fd220e8867cc4fbd7d4ea670fdfada414cd4ea5d1e6080e5639
definition	SD-RUL-CFG-004@1	contracts/configuration-application.md#sd-rul-cfg-004--planconfigurationapplication	sha256:0b61362c504ad43c85504d88c7d1e01fa8d9597fc81d850f36c90a1ec104550f
definition	SD-RUL-CFG-005@1	contracts/configuration-application.md#sd-rul-cfg-005--composeeffectiveconfigurationsnapshot	sha256:7dba177f17b67d250b2c05b5d0c7abdedf9e29730eeee0d7634e9394b699afb1
definition	SD-RUL-CFG-006@1	contracts/configuration-application.md#sd-rul-cfg-006--resolveconfigurationpersistencerecovery	sha256:f567c5979fbdcda17614d7aa6e730d504ac4f186fb226e23a84e61958557df9a
definition	SD-RUL-CFG-007@1	contracts/configuration-application.md#sd-rul-cfg-007--decideatomicgroupactivation	sha256:0d9d844c8b4eb57340a38dee67cda4fb890e37825b2f2ffe81b794a1d96fb5bb
definition	SD-RUL-CNV-001@1	contracts/finite-conversation.md#sd-rul-cnv-001--decideautosave	sha256:8234c4101a3546b620a1413713785d43478bc247cafbf38f0c1f0e0bb026e06c
definition	SD-RUL-CNV-002@1	contracts/finite-conversation.md#sd-rul-cnv-002--decideconversationtermination	sha256:c0698a286ceeaee286df098153d0230e883a94df3965a7a7b99ed6a481a2bfea
definition	SD-RUL-CNV-003@1	contracts/finite-conversation.md#sd-rul-cnv-003--buildconversationdispatcheffect	sha256:4259fea05f186b43884d31680ba11fa743dcb00f0092bbd353181bcd6cb3cc55
definition	SD-RUL-CNV-004@1	contracts/finite-conversation.md#sd-rul-cnv-004--buildterminalconversationpath	sha256:4fe53e0cac44adf35ac3f5ff3af2b9eb73a8a7c760f99e6698e8d99ae7751a7e
definition	SD-RUL-CNV-005@1	contracts/finite-conversation.md#sd-rul-cnv-005--buildfiniteconversationresumecontribution	sha256:2047fe7f4846f099c2cfded9689cdb02d6a0148ea73f41480c521bb84ba2eccf
definition	SD-RUL-CNV-006@1	contracts/finite-conversation.md#sd-rul-cnv-006--buildnextfiniteconversationsafecheckpoint	sha256:093fdaa13ec03b0f7471fd5986d797ab13134b2eaec1da6a298087588e8b0c4b
definition	SD-RUL-CNV-007@1	contracts/finite-conversation.md#sd-rul-cnv-007--mapfiniteconversationresumeclaimrejection	sha256:abcfd6e733c574547834023fe878bf6f748bd8b0a2ffad629fa16455ff9588ae
definition	SD-RUL-DAT-001@1	contracts/camera-observation.md#sd-rul-dat-001--deriveandauthorizedata	sha256:bef483757a84f751569dad414b671b56585fd8de0602fd227e890d1a38de3485
definition	SD-RUL-DEX-001@1	contracts/camera-observation.md#sd-rul-dex-001--authorizereferencedevicedispatch	sha256:f9cc104e4a95f26690642fc83359ff034a684f22a8c05df3f6d3d66d13c91317
definition	SD-RUL-EXE-001@1	contracts/execution.md#sd-rul-exe-001--determinereadyoccurrences	sha256:c4259c267d8b477ac95a4e3d03276a8f7696ab819b35f4b3519e857bdbbadfc6
definition	SD-RUL-EXE-002@1	contracts/execution.md#sd-rul-exe-002--decidedispatchclaim	sha256:9bd412f9db483dc8a9af1f6a1efa3810e3da963f5107101d08a23a1091fd49b8
definition	SD-RUL-EXE-003@1	contracts/execution.md#sd-rul-exe-003--deciderecoverycustodyresolution	sha256:60d095af4f9141707e26db2046ad28e6edae51ae2840a728b161d90745aa1ba2
definition	SD-RUL-EXE-004@1	contracts/execution.md#sd-rul-exe-004--validateexecutionresumeplan	sha256:3a0cc9a8fdec212237a85380cb4ceb557794fe863ed980951d5656efcf2fe5ac
definition	SD-RUL-EXE-005@1	contracts/execution.md#sd-rul-exe-005--decidecheckpointresumeclaimoutcome	sha256:02de1fd155c9b92ff9d63735a25c1746d4a3a031ea299f722b76590928da0df0
definition	SD-RUL-EXE-006@1	contracts/execution.md#sd-rul-exe-006--validateinitialexecutionlineageadmission	sha256:3a973da5d7bf104450ed6b8dfe9b056ab146824d5733d0f91ee029c7085dc4f3
definition	SD-RUL-INT-001@1	contracts/finite-conversation.md#sd-rul-int-001--decideinteractionadmission	sha256:3cc84357d0e8aba99196aa5b8eebe95c379fa097180b8509e37f981493a2b8f7
definition	SD-RUL-IRP-001@1	contracts/routing-policy.md#sd-rul-irp-001--resolveinferenceroute	sha256:df3df27545da876b764fab5594a6476896060adb190b4e4061eae2dc52fd7db3
definition	SD-RUL-MEM-001@1	contracts/finite-conversation.md#sd-rul-mem-001--planconversationrecall	sha256:06273203c9d561ba14beca47834611b57cbd491e24fea6c458c65d6d74e58dc4
definition	SD-RUL-MEM-002@1	contracts/finite-conversation.md#sd-rul-mem-002--selectrecallrecords	sha256:e1fec7ab11f07647f6ba5ef93b7f51c532040bdeca3803efb4a8a9afe9214689
definition	SD-RUL-MEM-003@1	contracts/finite-conversation.md#sd-rul-mem-003--resolverecallfailure	sha256:e583bb7069d370d3ff6bd55abe2977c618a25a6479b54cda5982a41536d07d89
definition	SD-RUL-MIG-001@1	contracts/migration-and-restart.md#sd-rul-mig-001--validatemigrationplan	sha256:f43b2f1c3acc50228e4f3e0ab0c600a56855afed03ee765021f9d5b39f2bb5eb
definition	SD-RUL-MIG-002@1	contracts/migration-and-restart.md#sd-rul-mig-002--resolvemigrationuncertainty	sha256:534d938c19b9d672af086a177e3ab2e3b102abf263c2fc59643935d3769dd5e2
definition	SD-RUL-MIG-003@1	contracts/migration-and-restart.md#sd-rul-mig-003--decidemigrationstageadvance	sha256:845b49b3dc1ce4b56983f9d8fdc65185961d1b1b3932380ee80743f826a2e79b
definition	SD-RUL-MIG-004@1	contracts/migration-and-restart.md#sd-rul-mig-004--planmigrationrecoverybranchregistration	sha256:09f0a67bc2f42c015eb09f3e7df51904613883b74098f7741ee5cf90dc237b72
definition	SD-RUL-NOT-001@1	contracts/finite-conversation.md#sd-rul-not-001--decidethinkingnotice	sha256:8a88cfc86c6d432088f7ed76494be3b3f862b97ff6c800264fccc366d3685976
definition	SD-RUL-PHY-001@1	contracts/camera-observation.md#sd-rul-phy-001--deriveassumedprogress	sha256:a0250af06166d2bf881658e7dda3d260eaa1f23497575eed447f08919f65e0f9
definition	SD-RUL-QLI-001@1	contracts/finite-conversation.md#sd-rul-qli-001--decidequaliarecovery	sha256:0d8726bf689955c73dd9fd95460c8e7b7d7f91e79502fe9b4e1de1f5cd1c419b
definition	SD-RUL-RBI-001@1	contracts/runtime-binding.md#sd-rul-rbi-001--validatefreshruntimebinding	sha256:1dbfb5288e791dda09aba98144489b4f7ea3881f7da306d1fbac7e1b728bd394
definition	SD-RUL-RBI-002@1	contracts/runtime-binding.md#sd-rul-rbi-002--decidebindinguserelease	sha256:daef1a20f88393d0bf2aa1a18dd1c7b9c781cfb50bee6a25a671d63c61f89445
definition	SD-RUL-RBI-003@1	contracts/runtime-binding.md#sd-rul-rbi-003--decidebindinggenerationdraincompletion	sha256:6c570634d295d773a0d9460af8d90c5dd7c45547a9f4b6fc83362da1a24816bb
definition	SD-RUL-RBI-004@1	contracts/runtime-binding.md#sd-rul-rbi-004--resolveruntimebindinguncertainty	sha256:835b40e71ae502308722ca45dc9152346bc35ecfe19bfd135a93eb425a1a6cce
definition	SD-RUL-RBI-005@1	contracts/runtime-binding.md#sd-rul-rbi-005--validateruntimebindingcandidatestaging	sha256:62fc268a5d9b5b36b0ca56092618bdad30d6ca58732d62d09cf2aaa3262df198
definition	SD-RUL-RBI-006@1	contracts/runtime-binding.md#sd-rul-rbi-006--validatestagedruntimecandidateactivation	sha256:e066cf4aab71813e4c56806cd86de49c4bb8bf591a62adfb692f0323ce1dd18f
definition	SD-RUL-RBI-007@1	contracts/runtime-binding.md#sd-rul-rbi-007--decidepostactivationgenerationdrain	sha256:f6cb09e457bd008f04d9d0afcd61a0b7893fc72145b4c276c19e13b4ad94d24a
definition	SD-RUL-RBI-008@1	contracts/runtime-binding.md#sd-rul-rbi-008--authorizeruntimecandidateprobestrategy	sha256:4d9146a33d457008e5cee58798b3ebeaf88aa8b6f79cf5c23a1ac0f359495004
definition	SD-RUL-RBI-009@1	contracts/runtime-binding.md#sd-rul-rbi-009--decideruntimebindingcandidateknownfailure	sha256:c1e84d65616ed60155e7701c7d47d9c8d757aa1a3e73d6ca51eb0d122529f842
definition	SD-RUL-RBI-010@1	contracts/runtime-binding.md#sd-rul-rbi-010--resolveruntimebindingcandidatecleanup	sha256:95a078a7eb44a02654d84e7e8ba894f0d24169ef09683e59061014f86593bca0
definition	SD-RUL-RCP-001@1	contracts/runtime-binding.md#sd-rul-rcp-001--validateruntimecandidateprobeprofileregistration	sha256:8e1b103f90358bc728acd0922b8a0718f38f018e38339b0d8f28f90fe6207ec8
definition	SD-RUL-RCP-002@1	contracts/runtime-binding.md#sd-rul-rcp-002--decideruntimecandidateprobeprofileproofpromotion	sha256:bf8b5c77c069a40ecbd8901c166f6922817aafa9c64b6c1aabe51125f4d25f61
definition	SD-RUL-RCP-003@1	contracts/runtime-binding.md#sd-rul-rcp-003--decideruntimecandidateprobeprofileretention	sha256:a902e0a0b731b5fa63fe29f51754dba320e757ce614c7fc59f6d2620da57f79e
definition	SD-RUL-RCP-004@1	contracts/runtime-binding.md#sd-rul-rcp-004--authorizeruntimecandidateprobeprofileingress	sha256:56378b98f82ec818e9a81a71b93bc10d40e4fed0a1f5a04b8f40b7828170f367
definition	SD-RUL-RCP-005@1	contracts/runtime-binding.md#sd-rul-rcp-005--validateruntimecandidateprobeproofevidence	sha256:69c549080a3c86cbbd18804bd0a024cf91b877240e505469ec49ca16b568a307
definition	SD-RUL-REC-001@1	contracts/camera-observation.md#sd-rul-rec-001--decidephysicalrecovery	sha256:633ebfb65655399bfa6cb52dc9552f69e5a23ab4ebd2a559280cfc46f798891a
definition	SD-RUL-RST-001@1	contracts/migration-and-restart.md#sd-rul-rst-001--decideruntimerestartreadiness	sha256:9fac05a18459f971187f06d2d8caa32c6160e78c5326bb8c60617a9a22231138
definition	SD-RUL-RST-002@1	contracts/migration-and-restart.md#sd-rul-rst-002--planactiveworkhandoff	sha256:3bb2563a5aea4bc47b52e400c2fd7dd8a6eb8192250d79b96ffac9a5cc29d4b4
definition	SD-RUL-RST-003@1	contracts/migration-and-restart.md#sd-rul-rst-003--resolveruntimerestartuncertainty	sha256:4ba8791caf7305b10cdec13ba9e23f775639f401ae553bce1345f9b025cbe558
definition	SD-RUL-RST-004@1	contracts/migration-and-restart.md#sd-rul-rst-004--decideactiveworkhandoffrelease	sha256:3b43f7a58d0040c68c94a54a1ddc1d0d5e49c78385c99ea27bbbf91e89d95d02
